,Dataset,row,col,T2,T3,F1,N3,C1_clf,E3,E5,Model,Precision,Recall,Fbeta,Accuracy,complexity,Duration
91,analcatdata_cyyoung8092,97,10,0.1030927835051546,0.0618556701030927,0.7438665430554838,0.3092783505154639,0.8071675554288905,0.4544144333465514,0.4712136557962355,decision_tree,0.7122035104364326,0.6842751842751843,0.7010976639459612,0.78125,5.0,0.0562893128862568
92,analcatdata_cyyoung8092,97,10,0.1030927835051546,0.0618556701030927,0.7438665430554838,0.3092783505154639,0.8071675554288905,0.4544144333465514,0.4712136557962355,ebm,0.8056749931749931,0.8163390663390664,0.8105927683056926,0.8645833333333334,306.0,4.697540362675984
93,analcatdata_cyyoung8092,97,10,0.1030927835051546,0.0618556701030927,0.7438665430554838,0.3092783505154639,0.8071675554288905,0.4544144333465514,0.4712136557962355,gosdt,0.7422196705733292,0.636977886977887,0.6512820512820513,0.8020833333333333,15.0,1.7129747774086745
94,analcatdata_cyyoung8092,97,10,0.1030927835051546,0.0618556701030927,0.7438665430554838,0.3092783505154639,0.8071675554288905,0.4544144333465514,0.4712136557962355,igann,0.6960333630162852,0.7235872235872236,0.7013193483781719,0.7708333333333333,0.0,99.39203207633075
95,analcatdata_cyyoung8092,97,10,0.1030927835051546,0.0618556701030927,0.7438665430554838,0.3092783505154639,0.8071675554288905,0.4544144333465514,0.4712136557962355,knn,0.6664135322671908,0.6277641277641278,0.6395861448493028,0.7708333333333333,0.0,0.04801470625634287
96,analcatdata_cyyoung8092,97,10,0.1030927835051546,0.0618556701030927,0.7438665430554838,0.3092783505154639,0.8071675554288905,0.4544144333465514,0.4712136557962355,logistic_regression,0.7488648504273504,0.7733415233415233,0.7519281295025002,0.8229166666666666,0.0,1.5756661167331771
97,analcatdata_cyyoung8092,97,10,0.1030927835051546,0.0618556701030927,0.7438665430554838,0.3092783505154639,0.8071675554288905,0.4544144333465514,0.4712136557962355,naive_bayes,0.6926453176453176,0.7696560196560196,0.68586534992785,0.71875,40.0,0.05344016645468917
98,analcatdata_cyyoung9302,92,17,0.1847826086956521,0.1195652173913043,0.6730350171506911,0.2065217391304347,0.7347813522127804,0.3593331524561045,0.4123926071369292,decision_tree,0.7503517316017315,0.7229729729729729,0.7328282828282828,0.8369565217391304,6.0,0.10641091477637198
99,analcatdata_cyyoung9302,92,17,0.1847826086956521,0.1195652173913043,0.6730350171506911,0.2065217391304347,0.7347813522127804,0.3593331524561045,0.4123926071369292,ebm,0.7591008771929825,0.7162162162162162,0.7343315508021391,0.8478260869565217,325.5,10.544581583901948
100,analcatdata_cyyoung9302,92,17,0.1847826086956521,0.1195652173913043,0.6730350171506911,0.2065217391304347,0.7347813522127804,0.3593331524561045,0.4123926071369292,gosdt,0.7653508771929824,0.7027027027027026,0.7113630901662624,0.8260869565217391,4.0,3.1798415113897884
101,analcatdata_cyyoung9302,92,17,0.1847826086956521,0.1195652173913043,0.6730350171506911,0.2065217391304347,0.7347813522127804,0.3593331524561045,0.4123926071369292,igann,0.7166860916860917,0.7582582582582582,0.7312765100796823,0.8152173913043479,0.0,109.28583112884971
102,analcatdata_cyyoung9302,92,17,0.1847826086956521,0.1195652173913043,0.6730350171506911,0.2065217391304347,0.7347813522127804,0.3593331524561045,0.4123926071369292,knn,0.8224425980523542,0.7297297297297297,0.7601395315211106,0.8695652173913043,0.0,1.5152382616903268
103,analcatdata_cyyoung9302,92,17,0.1847826086956521,0.1195652173913043,0.6730350171506911,0.2065217391304347,0.7347813522127804,0.3593331524561045,0.4123926071369292,logistic_regression,0.7436186186186187,0.7372372372372373,0.7471534259565982,0.8369565217391304,0.0,1.648154903860653
